# 1000
    0.120000     0.119712     1.000000
    0.131880     0.131498     1.000000
    0.143760     0.143265     1.000000
    0.155640     0.155012     1.000000
    0.167520    -0.133258     0.010000
    0.179400     0.178439     1.000000
    0.191280     0.190116     1.000000
    0.203160     0.201765     1.000000
    0.215040     0.213387     1.000000
    0.226920     0.003900     0.010000
    0.238800     0.236537     1.000000
    0.250680     0.248063     1.000000
    0.262560     0.259554     1.000000
    0.274440     0.271008     1.000000
    0.286320     0.435787     0.010000
    0.298200     0.293800     1.000000
    0.310080     0.305135     1.000000
    0.321960     0.316426     1.000000
    0.333840     0.327673     1.000000
    0.345720     0.314064     0.010000
    0.357600     0.350027     1.000000
    0.369480     0.361131     1.000000
    0.381360     0.372183     1.000000
    0.393240     0.383183     1.000000
    0.405120     0.413789     0.010000
    0.417000     0.405019     1.000000
    0.428880     0.415852     1.000000
    0.440760     0.426627     1.000000
    0.452640     0.437341     1.000000
    0.464520     0.279369     0.010000
    0.476400     0.458583     1.000000
    0.488280     0.469108     1.000000
    0.500160     0.479566     1.000000
    0.512040     0.489957     1.000000
    0.523920     0.228505     0.010000
    0.535800     0.510529     1.000000
    0.547680     0.520708     1.000000
    0.559560     0.530813     1.000000
    0.571440     0.540844     1.000000
    0.583320     0.658117     0.010000
    0.595200     0.560674     1.000000
    0.607080     0.570472     1.000000
    0.618960     0.580188     1.000000
    0.630840     0.589823     1.000000
    0.642720     0.706953     0.010000
    0.654600     0.608842     1.000000
    0.666480     0.618223     1.000000
    0.678360     0.627517     1.000000
    0.690240     0.636722     1.000000
    0.702120     0.906653     0.010000
    0.714000     0.654862     1.000000
    0.725880     0.663794     1.000000
    0.737760     0.672632     1.000000
    0.749640     0.681375     1.000000
    0.761520     0.620124     0.010000
    0.773400     0.698572     1.000000
    0.785280     0.707023     1.000000
    0.797160     0.715375     1.000000
    0.809040     0.723625     1.000000
    0.820920     0.743423     0.010000
    0.832800     0.739818     1.000000
    0.844680     0.747759     1.000000
    0.856560     0.755594     1.000000
